+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                      ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_fifo|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_fifo|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_fifo|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_fifo                                                                   ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_dtrace|IP_DMA_nios2_gen2_0_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_dtrace                                                                 ; 108   ; 0              ; 97           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_itrace                                                                 ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_dbrk                                                                   ; 93    ; 0              ; 0            ; 0              ; 97     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_xbrk                                                                   ; 59    ; 5              ; 56           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_break                                                                  ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci_debug                                                                  ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_nios2_oci                                                                                                              ; 166   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|IP_DMA_nios2_gen2_0_cpu_register_bank_b|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|IP_DMA_nios2_gen2_0_cpu_register_bank_b                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|IP_DMA_nios2_gen2_0_cpu_register_bank_a|the_altsyncram|auto_generated                                                                              ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|IP_DMA_nios2_gen2_0_cpu_register_bank_a                                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu|the_IP_DMA_nios2_gen2_0_cpu_test_bench                                                                                                             ; 303   ; 3              ; 269          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0|cpu                                                                                                                                                    ; 149   ; 1              ; 30           ; 1              ; 121    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|nios2_gen2_0                                                                                                                                                        ; 149   ; 0              ; 0            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_write_burst_control                                                                                                                ; 49    ; 6              ; 26           ; 6              ; 21     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_byte_enable_generator                                                                                                              ; 5     ; 1              ; 3            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_ST_to_MM_Adapter                                                                                                                   ; 31    ; 0              ; 19           ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo|wr_ptr                                                                                     ; 4     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo|usedw_counter                                                                              ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo|rd_ptr_msb                                                                                 ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo|three_comparison                                                                           ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo|almost_full_comparer                                                                       ; 10    ; 5              ; 0            ; 5              ; 1      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo|FIFOram                                                                                    ; 33    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated|dpfifo                                                                                            ; 24    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal|the_st_to_master_fifo|auto_generated                                                                                                   ; 24    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|write_mstr_internal                                                                                                                                        ; 281   ; 249            ; 226          ; 249            ; 284    ; 249             ; 249           ; 249             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_response_block                                                                                                                     ; 63    ; 308            ; 63           ; 308            ; 308    ; 308             ; 308           ; 308             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_csr_block                                                                                                                          ; 150   ; 16             ; 0            ; 16             ; 40     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers|the_write_command_FIFO|the_dp_ram|auto_generated                                                                ; 160   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers|the_write_command_FIFO                                                                                          ; 150   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers|the_read_command_FIFO|the_dp_ram|auto_generated                                                                 ; 160   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers|the_read_command_FIFO                                                                                           ; 150   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers|the_read_signal_breakout                                                                                        ; 130   ; 243            ; 43           ; 243            ; 413    ; 243             ; 243           ; 243             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers|the_write_signal_breakout                                                                                       ; 130   ; 261            ; 52           ; 261            ; 404    ; 261             ; 261           ; 261             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal|the_descriptor_buffers                                                                                                                 ; 152   ; 17             ; 1            ; 17             ; 577    ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0|dispatcher_internal                                                                                                                                        ; 840   ; 395            ; 213          ; 395            ; 292    ; 395             ; 395           ; 395             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|msgdma_0                                                                                                                                                            ; 200   ; 0              ; 0            ; 0              ; 60     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                     ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                      ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                  ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo                                                                                             ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r|rfifo|auto_generated                                                                                                    ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_r                                                                                                                         ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                      ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                     ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                      ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                  ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo                                                                                             ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w|wfifo|auto_generated                                                                                                    ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0|the_IP_DMA_jtag_uart_0_scfifo_w                                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA|jtag_uart_0                                                                                                                                                         ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; IP_DMA                                                                                                                                                                     ; 13    ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|Pon                                                                                                                                                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|transmit_unified_SP_to_DMA                                                                                                     ; 18    ; 0              ; 4            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|RAM                                                                                                       ; 21    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|check_CRC_gen[3].check_CRC                                                                                ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|check_CRC_gen[2].check_CRC                                                                                ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|check_CRC_gen[1].check_CRC                                                                                ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|check_CRC_gen[0].check_CRC                                                                                ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|uart_rec_generation[3].UART_Rx                                                                            ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|uart_rec_generation[2].UART_Rx                                                                            ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|uart_rec_generation[1].UART_Rx                                                                            ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem|uart_rec_generation[0].UART_Rx                                                                            ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator|multiport_access_mem                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|DE2_115_Concentrator                                                                                                                                ; 7     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[3].uart_trans|CRC16_trans                                                                                      ; 11    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[3].uart_trans|UTx                                                                                              ; 10    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[3].uart_trans                                                                                                  ; 27    ; 16             ; 0            ; 16             ; 2      ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[2].uart_trans|CRC16_trans                                                                                      ; 11    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[2].uart_trans|UTx                                                                                              ; 10    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[2].uart_trans                                                                                                  ; 27    ; 16             ; 0            ; 16             ; 2      ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[1].uart_trans|CRC16_trans                                                                                      ; 11    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[1].uart_trans|UTx                                                                                              ; 10    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[1].uart_trans                                                                                                  ; 27    ; 16             ; 0            ; 16             ; 2      ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[0].uart_trans|CRC16_trans                                                                                      ; 11    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[0].uart_trans|UTx                                                                                              ; 10    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans|uart_trans_generation[0].uart_trans                                                                                                  ; 27    ; 16             ; 0            ; 16             ; 2      ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator|top_uart_trans                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; top_check_Concentrator                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; button                                                                                                                                                                     ; 2     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
